2	50	-7.5	3	100
-0.54	-5.27	46.719		
-4.51	3.73	-55.2368		
-3.57	-0.61	24.548		
9.15	-5	-17.5275		
-8.79	-5.13	249.4522		
3.62	-1.13	9.7426		
-7.94	-1.07	97.021		
9.84	3.06	166.7368		
-6.68	-3.51	140.5328		
2.16	-3.29	7.3764		
-4.21	3.18	-43.6993		
0.96	-9.34	40.4024		
0.08	9.12	-60.6448		
-7.73	-4.46	195.4003		
-2.7	-7.91	127.731		
-0.06	-7.86	57.4384		
2.19	6.47	3.014		
9.2	-6.4	-46.2		
5.81	2.67	62.6042		
9.01	-7.21	-62.2362		
8.72	-9.49	-104.79		
-5.52	-2.69	94.8468		
-6.1	5.31	-96.133		
8.38	9.86	250.0848		
-5.67	0.97	9.8592		
-2.08	-4.18	60.6696		
-0.16	7.97	-58.59		
4.19	6.6	55.3181		
-2.18	5.16	-64.114		
-9.71	-8.79	412.8668		
4.45	4.17	47.282		
6.91	-2.01	21.1508		
5.13	-2.24	8.5233		
0.75	-4.13	21.18		
5.1	1.14	36.472		
5.44	3.73	65.3572		
0	1.27	-7.89		
-8.69	1.85	15.3366		
6.81	-1.93	21.4562		
-3.39	-9.35	173.0316		
6.7	4.13	99.993		
-3.16	-8.76	155.3504		
8.24	5.54	167.0664		
-3.37	3.42	-46.1593		
0.26	3.68	-21.822		
-5.57	3.12	-41.9503		
8.61	-7.71	-70.0472		
-4.32	-4.54	110.2808		
2.87	0.17	9.5106		
1.32	0.51	1.192		
-3.78	2.23	-25.6098		
-5.1	2.62	-31.416		
-6.86	-9.32	305.1052		
-9.57	-8.53	397.1912		
2.33	-5.9	6.4879		
-7.51	-6.11	237.8284		
-4.6	-7.62	180.656		
-2.25	0.71	-3.7		
-1.56	5.09	-56.0176		
6.01	-2.88	5.3537		
9.99	0.36	109.0693		
3.28	7.14	32.036		
6.73	-7.45	-51.9726		
-7.54	-9.44	337.4644		
3.52	7.21	39.058		
0.53	5.5	-28.4741		
4.47	-2.85	2.7124		
1.07	6.04	-20.7467		
-5.14	-8.73	223.1462		
6.39	-4.45	-12.3244		
3.36	6.05	30.9236		
1.44	3.43	-6.1188		
5.42	2.9	57.2304		
0.34	9.79	-57.4286		
2.42	2.58	7.5272		
2.95	-9.26	-7.4285		
9.28	4.45	179.8564		
1.12	6.84	-22.6432		
7.02	-8.75	-72.7446		
8.02	9.74	231.4848		
7.35	2.4	91.1425		
0.52	7.62	-40.1824		
-3.67	1.93	-20.2904		
1.9	3.63	-0.109		
-2.78	3.25	-41.1266		
-2.26	-3.84	59.0228		
1.03	0.67	-0.5588		
-2.22	8.3	-107.4496		
4.11	7.62	58.5067		
-9.27	2.03	16.2686		
7.68	9.16	206.9088		
-9.18	-9.67	419.2742		
-2.68	-7.01	113.6128		
6.69	9.34	167.8299		
-0.16	-0.04	1.3248		
7.67	-0.56	50.8633		
-0.84	-7.32	71.392		
-3.51	3.34	-45.2301		
-6.29	-1.73	85.3192		
2.46	4.63	8.811		
