2	50	0	2	100
0.23	0.55	1.33		
0.5	0.79	2.08		
0.32	0.34	1		
0.19	0.87	1.93		
0.22	0.19	0.6		
0.78	0.08	0.94		
0.71	0.87	2.45		
0.09	0.65	1.39		
0.73	0.8	2.33		
0	0.42	0.84		
0.15	0.09	0.33		
0.83	0.8	2.43		
0.03	0.65	1.33		
0.88	0.5	1.88		
0.74	0.43	1.6		
0.06	0.06	0.18		
0.89	0.82	2.53		
0.85	0.41	1.67		
0.39	0.78	1.95		
0.15	0.09	0.33		
0.28	0.1	0.48		
0.07	0.79	1.65		
0.76	0.54	1.84		
0.11	0.29	0.69		
0.35	0.27	0.89		
0.6	0.9	2.4		
0.34	0.14	0.62		
0.21	0.52	1.25		
0.16	0.33	0.82		
0.29	0.19	0.67		
0	0.85	1.7		
0.69	0.12	0.93		
0.12	0.52	1.16		
0.93	0.57	2.07		
0.03	0.16	0.35		
0.43	0.95	2.33		
0.62	0.14	0.9		
0.59	0.35	1.29		
0.08	0.73	1.54		
1	0.34	1.68		
0.8	0.5	1.8		
0.75	0.13	1.01		
0.7	0.16	1.02		
0.8	0.71	2.22		
0.03	0.4	0.83		
0.28	0.56	1.4		
0.42	0.67	1.76		
0.21	0.35	0.91		
0.8	0.35	1.5		
0.17	0.85	1.87		
0.2	0.96	2.12		
0.54	0.25	1.04		
0.2	0.3	0.8		
0.36	0.51	1.38		
0.14	0.14	0.42		
0.21	0.63	1.47		
0.37	0.81	1.99		
0.53	0.27	1.07		
0.24	0.42	1.08		
0.36	0.85	2.06		
0.48	0.95	2.38		
0.61	0.5	1.61		
0.15	0.3	0.75		
0.85	0.24	1.33		
0.31	0.06	0.43		
1	0.76	2.52		
0.01	0.38	0.77		
0.9	1	2.9		
0.48	0.87	2.22		
0.39	0.17	0.73		
0.31	0.21	0.73		
0.73	0.94	2.61		
0.33	0.98	2.29		
0.17	0.39	0.95		
0.36	0.82	2		
0.87	0.57	2.01		
0.41	0.34	1.09		
0.5	0.59	1.68		
0.51	0.49	1.49		
0.45	0.55	1.55		
0.27	0.65	1.57		
0.83	0.51	1.85		
0.93	0.29	1.51		
0.3	0.92	2.14		
0.17	0.76	1.69		
0.86	0.2	1.26		
0.56	0.19	0.94		
0.45	0.13	0.71		
0.01	0.02	0.05		
0.11	0.43	0.97		
0.46	0.44	1.34		
0.15	0.09	0.33		
0.94	0.28	1.5		
0.28	0.05	0.38		
0.41	0.62	1.65		
0.56	0.63	1.82		
0.51	0.87	2.25		
0.33	0.05	0.43		
0.4	0.67	1.74		
0.51	0.96	2.43		
