2	100	-3	3	1000
0	0	2		
0.1	0.1	2.0399875		
0.2	0.2	2.059966572		
0.3	0.3	2.060111111		
0.4	0.4	2.040791319		
0.5	0.5	2.002569083		
0.6	0.6	1.946191436		
0.7	0.7	1.872582182		
0.8	0.8	1.782831761		
0.9	0.9	1.678185471		
1	1	1.56003015		
1.1	1.1	1.429879472		
1.2	1.2	1.289357982		
1.3	1.3	1.140184063		
1.4	1.4	0.984151973		
1.5	1.5	0.823113163		
1.6	1.6	0.658957046		
1.7	1.7	0.493591417		
1.8	1.8	0.32892272		
1.9	1.9	0.166836371		
2	2	0.009177312		
2.1	2.1	-0.142268984		
2.2	2.2	-0.285794874		
2.3	2.3	-0.419788102		
2.4	2.4	-0.542748345		
2.5	2.5	-0.653302612		
2.6	2.6	-0.750219321		
2.7	2.7	-0.832420926		
2.8	2.8	-0.898994951		
2.9	2.9	-0.949203339		
3	3	-0.982490007		
3.1	3.1	-0.998486536		
3.2	3.2	-0.997015949		
3.3	3.3	-0.978094511		
3.4	3.4	-0.941931575		
3.5	3.5	-0.888927428		
3.6	3.6	-0.819669202		
3.7	3.7	-0.73492486		
3.8	3.8	-0.635635336		
3.9	3.9	-0.522904893		
4	4	-0.397989815		
4.1	4.1	-0.262285524		
4.2	4.2	-0.117312276		
4.3	4.3	0.035300447		
4.4	4.4	0.193830664		
4.5	4.5	0.356481598		
4.6	4.6	0.521400158		
4.7	4.7	0.686696026		
4.8	4.8	0.850461147		
4.9	4.9	1.010789441		
5	5	1.165796515		
5.1	5.1	1.313639203		
5.2	5.2	1.452534714		
5.3	5.3	1.580779214		
5.4	5.4	1.696765632		
5.5	5.5	1.799000541		
5.6	5.6	1.886119907		
5.7	5.7	1.956903582		
5.8	5.8	2.010288363		
5.9	5.9	2.045379509		
6	6	2.061460581		
6.1	6.1	2.058001519		
6.2	6.2	2.034664856		
6.3	6.3	1.991310025		
6.4	6.4	1.927995694		
6.5	6.5	1.844980117		
6.6	6.6	1.74271949		
6.7	6.7	1.621864325		
6.8	6.8	1.483253879		
6.9	6.9	1.327908688		
7	7	1.157021281		
7.1	7.1	0.971945166		
