1	50	-3	3	203
1.63	1.934			
3.74	3.112			
2.13	2.282			
2.1	2.263			
3.82	3.146			
2.08	2.25			
0.92	1.305			
4	3.219			
0.59	0.927			
0.53	0.851			
2.29	2.382			
0.82	1.198			
1.39	1.743			
1.45	1.792			
0.79	1.164			
3.6	3.052			
0.91	1.294			
0.26	0.462			
2.44	2.471			
2.34	2.412			
3.7	3.095			
2.65	2.589			
1.41	1.759			
0.61	0.952			
2.95	2.747			
2.83	2.686			
0.52	0.837			
2.93	2.737			
0.97	1.356			
0.09	0.172			
1.69	1.979			
0.27	0.478			
1.97	2.177			
0.13	0.244			
2.3	2.388			
2.21	2.333			
0.95	1.336			
2.51	2.511			
2.57	2.545			
0.25	0.446			
0.48	0.784			
3.03	2.788			
3.29	2.913			
3.89	3.174			
3.09	2.817			
0.79	1.164			
0.31	0.54			
3.85	3.158			
1.8	2.059			
1.45	1.792			
2.5	2.506			
1.04	1.426			
3.42	2.972			
0.52	0.837			
2.67	2.6			
0.38	0.644			
3.17	2.856			
1.43	1.776			
1.34	1.7			
1.28	1.648			
0.53	0.851			
2.71	2.622			
1.03	1.416			
3.97	3.207			
1.34	1.7			
1.74	2.016			
3.6	3.052			
1.25	1.622			
0.23	0.414			
1.5	1.833			
2.24	2.351			
2.81	2.675			
0.11	0.209			
1.2	1.577			
1.43	1.776			
0.62	0.965			
2.31	2.394			
4	3.219			
3.83	3.15			
0.16	0.297			
2.32	2.4			
2.4	2.448			
1.8	2.059			
1.88	2.116			
0.06	0.117			
2.9	2.722			
1.43	1.776			
3.96	3.203			
0.69	1.049			
3.81	3.141			
1.11	1.493			
1.2	1.577			
2.66	2.595			
3.66	3.078			
1.52	1.849			
1.27	1.64			
0.4	0.673			
2.44	2.471			
2.86	2.701			
3.79	3.133			
0.04	0.078			
3.71	3.099			
3.38	2.954			
1.18	1.559			
0.16	0.297			
1.14	1.522			
1.72	2.001			
3.46	2.99			
1.89	2.123			
2.49	2.5			
3.88	3.17			
2.57	2.545			
3.12	2.832			
2.95	2.747			
0.8	1.176			
0.15	0.28			
1.71	1.994			
1.67	1.964			
1.18	1.559			
2.46	2.483			
0.61	0.952			
1.89	2.123			
3.98	3.211			
0.47	0.771			
3.27	2.903			
3.71	3.099			
0.28	0.494			
3.09	2.817			
2.31	2.394			
0.45	0.743			
2.78	2.659			
2.84	2.691			
0.06	0.117			
2.32	2.4			
0.81	1.187			
3.83	3.15			
3.47	2.995			
2.07	2.243			
3.29	2.913			
2.84	2.691			
2.69	2.611			
1.05	1.436			
1.52	1.849			
2.99	2.768			
0.58	0.915			
2.02	2.211			
1.35	1.709			
3.77	3.125			
0.35	0.6			
3.69	3.091			
2.33	2.406			
3.49	3.004			
1.52	1.849			
2.18	2.314			
2.77	2.654			
0.44	0.729			
1.95	2.164			
2.64	2.584			
3.57	3.039			
1.13	1.512			
3.83	3.15			
3.36	2.945			
1.44	1.784			
0.46	0.757			
1.68	1.972			
0.28	0.494			
3.63	3.065			
1.14	1.522			
0.3	0.525			
2.68	2.606			
3.39	2.959			
3.31	2.922			
3.84	3.154			
1.49	1.825			
0.21	0.381			
0.15	0.28			
2.18	2.314			
3.69	3.091			
0.34	0.585			
3.07	2.807			
1.63	1.934			
2.29	2.382			
2.3	2.388			
2.14	2.288			
0.98	1.366			
2.95	2.747			
2.82	2.681			
2.53	2.523			
1.78	2.045			
1.54	1.864			
0.84	1.22			
3.89	3.174			
2.17	2.307			
2.27	2.37			
3.48	2.999			
3.37	2.95			
2.2	2.326			
1.84	2.088			
1.44	1.784			
3.7	3.095			
2.69	2.611			
0	0			
4	3.219			
