1 50 -20 20 101
0	-17			
1	-11			
2	21			
3	109			
4	283			
5	573			
6	1009			
7	1621			
8	2439			
9	3493			
10	4813			
11	6429			
12	8371			
13	10669			
14	13353			
15	16453			
16	19999			
17	24021			
18	28549			
19	33613			
20	39243			
21	45469			
22	52321			
23	59829			
24	68023			
25	76933			
26	86589			
27	97021			
28	108259			
29	120333			
30	133273			
31	147109			
32	161871			
33	177589			
34	194293			
35	212013			
36	230779			
37	250621			
38	271569			
39	293653			
40	316903			
41	341349			
42	367021			
43	393949			
44	422163			
45	451693			
46	482569			
47	514821			
48	548479			
49	583573			
50	620133			
51	658189			
52	697771			
53	738909			
54	781633			
55	825973			
56	871959			
57	919621			
58	968989			
59	1020093			
60	1072963			
61	1127629			
62	1184121			
63	1242469			
64	1302703			
65	1364853			
66	1428949			
67	1495021			
68	1563099			
69	1633213			
70	1705393			
71	1779669			
72	1856071			
73	1934629			
74	2015373			
75	2098333			
76	2183539			
77	2271021			
78	2360809			
79	2452933			
80	2547423			
81	2644309			
82	2743621			
83	2845389			
84	2949643			
85	3056413			
86	3165729			
87	3277621			
88	3392119			
89	3509253			
90	3629053			
91	3751549			
92	3876771			
93	4004749			
94	4135513			
95	4269093			
96	4405519			
97	4544821			
98	4687029			
99	4832173			
100	4980283
